"TagCode"	"agency"	"run"	"hatchery"	"stock"	"release_loc"	"brood_year"	"hatch_reg"	"stock_reg"	"rel_reg"	"DIT"
"638297"	"WDFW"	"Fall"	"PRIEST RAPIDS HATCHERY"	"PRIEST RAPIDS   (36)"	"COL R @ PRIEST RAPIDS"	2021	"UPCR"	"UPCR"	"UPCR"	"DIT"
"638336"	"WDFW"	"Fall"	"COWLITZ SALMON HATCHERY"	"COWLITZ R    26.0002"	"COWLITZ R    26.0002"	2021	"LOCR"	"LOCR"	"LOCR"	NA
"638339"	"WDFW"	"Fall"	"COWLITZ SALMON HATCHERY"	"COWLITZ R    26.0002"	"COWLITZ R    26.0002"	2021	"LOCR"	"LOCR"	"LOCR"	NA
"638324"	"WDFW"	"Fall"	"VOIGHTS CR HATCHERY"	"PUYALLUP R   10.0021"	"VOIGHT CR    10.0414"	2021	"MPS"	"MPS"	"MPS"	NA
"638325"	"WDFW"	"Fall"	"GEORGE ADAMS HATCHERY"	"SKOKOMISH R  16.0001"	"PURDY CR     16.0005"	2021	"HOOD"	"HOOD"	"HOOD"	"DIT"
"638406"	"WDFW"	"Spring"	"DEEP R NET PENS"	"KALAMA R HATCH  27.0002"	"DEEP R       25.0071"	2021	"LOCR"	"LOCR"	"LOCR"	NA
"638347"	"WDFW"	"Spring"	"COWLITZ SALMON HATCHERY"	"COWLITZ SAL HATCHERY"	"COWLITZ R    26.0002"	2021	"LOCR"	"LOCR"	"LOCR"	NA
"638348"	"WDFW"	"Spring"	"COWLITZ SALMON HATCHERY"	"COWLITZ SAL HATCHERY"	"COWLITZ R    26.0002"	2021	"LOCR"	"LOCR"	"LOCR"	NA
"638323"	"WDFW"	"Fall"	"TUMWATER FALLS HATCHERY"	"TUMWATER FALLS HATCHERY"	"DESCHUTES R  13.0028"	2021	"SPS"	"SPS"	"SPS"	NA
"638326"	"WDFW"	"Fall"	"GEORGE ADAMS HATCHERY"	"SKOKOMISH R  16.0001"	"PURDY CR     16.0005"	2021	"HOOD"	"HOOD"	"HOOD"	NA
"211529"	"NWIFC"	"Spring"	"NF SKOKOMISH HATCHERY"	"SKOKOMISH R -NF (16)"	"SKOKOMISH R -NF (16)"	2020	"HOOD"	"HOOD"	"HOOD"	"DIT"
"637139"	"WDFW"	"Fall"	"FORKS CREEK HATCHERY"	"WILLAPA R    24.0251"	"FORK CR      24.0356"	2016	"WILP"	"WILP"	"WILP"	NA
"637093"	"WDFW"	"Fall"	"KALAMA FALLS HATCHERY"	"KALAMA R     27.0002"	"KALAMA R     27.0002"	2016	"LOCR"	"LOCR"	"LOCR"	NA
"637094"	"WDFW"	"Fall"	"KALAMA FALLS HATCHERY"	"KALAMA R     27.0002"	"KALAMA R     27.0002"	2016	"LOCR"	"LOCR"	"LOCR"	NA
"635698"	"WDFW"	"Fall"	"SAMISH HATCHERY"	"SAMISH   (FRIDAY CR)"	"FRIDAY CR    03.0017"	2010	"NOWA"	"NOWA"	"NOWA"	NA
"635769"	"WDFW"	"Spring"	"MARBLEMOUNT HATCHERY"	"SKAGIT R     03.0176"	"CASCADE R    03.1411"	2010	"SKAG"	"SKAG"	"SKAG"	NA
"637119"	"WDFW"	"Fall"	"MCKERNAN HATCHERY"	"SKOKOMISH R  16.0001"	"SKOKOMISH R -NF (16)"	2016	"HOOD"	"HOOD"	"HOOD"	"DIT"
"636076"	"WDFW"	"Spring"	"TUCANNON HATCHERY"	"TUCANNON R   35.0009"	"TUCANNON R   35.0009"	2010	"SNAK"	"SNAK"	"SNAK"	NA
"636467"	"WDFW"	"Spring"	"FALLERT CR HATCHERY"	"COWLITZ R    26.0002"	"FALLERT CR   27.0017"	2012	"LOCR"	"LOCR"	"LOCR"	NA
"636565"	"WDFW"	"Spring"	"LEWIS RIVER HATCHERY"	"LEWIS R      27.0168"	"LEWIS R -NF  27.0168"	2012	"LOCR"	"LOCR"	"LOCR"	NA
"636563"	"WDFW"	"Summer"	"DRYDEN POND"	"WENATCHEE R  45.0030"	"WENATCHEE R  45.0030"	2012	"UPCR"	"UPCR"	"UPCR"	NA
"637171"	"WDFW"	"Summer"	"WALLACE R HATCHERY"	"SKYKOMISH R  07.0012"	"WALLACE R    07.0940"	2016	"NPS"	"NPS"	"NPS"	NA
"636574"	"WDFW"	"Fall"	"LYONS FERRY HATCHERY"	"SNAKE R-LOWR 33.0002"	"LYONS FERRY REL.SITE"	2012	"SNAK"	"SNAK"	"SNAK"	NA
"636584"	"WDFW"	"Fall"	"LYONS FERRY HATCHERY"	"SNAKE R-LOWR 33.0002"	"LYONS FERRY REL.SITE"	2012	"SNAK"	"SNAK"	"SNAK"	NA
"636585"	"WDFW"	"Spring"	"TUCANNON HATCHERY"	"TUCANNON R   35.0009"	"CURL LK RELEASE SITE"	2012	"SNAK"	"SNAK"	"SNAK"	"DIT"
"636623"	"WDFW"	"Spring"	"METHOW HATCHERY"	"METHOW R     48.0002"	"METHOW R     48.0002"	2013	"UPCR"	"UPCR"	"UPCR"	"DIT"
"636626"	"WDFW"	"Summer"	"DRYDEN POND"	"WENATCHEE R  45.0030"	"WENATCHEE R  45.0030"	2013	"UPCR"	"UPCR"	"UPCR"	NA
"636627"	"WDFW"	"Summer"	"DRYDEN POND"	"WENATCHEE R  45.0030"	"WENATCHEE R  45.0030"	2013	"UPCR"	"UPCR"	"UPCR"	NA
"636628"	"WDFW"	"Summer"	"DRYDEN POND"	"WENATCHEE R  45.0030"	"WENATCHEE R  45.0030"	2013	"UPCR"	"UPCR"	"UPCR"	NA
"636661"	"WDFW"	"Fall"	"SAMISH HATCHERY"	"SAMISH   (FRIDAY CR)"	"FRIDAY CR    03.0017"	2013	"NOWA"	"NOWA"	"NOWA"	NA
"636637"	"WDFW"	"Fall"	"FALLERT CR HATCHERY"	"KALAMA R     27.0002"	"FALLERT CR   27.0017"	2013	"LOCR"	"LOCR"	"LOCR"	NA
"636660"	"WDFW"	"Fall"	"SOOS CREEK HATCHERY"	"BIG SOOS CR  09.0072"	"BIG SOOS CR  09.0072"	2013	"MPS"	"MPS"	"MPS"	"DIT"
"636665"	"WDFW"	"Fall"	"FORKS CREEK HATCHERY"	"WILLAPA R    24.0251"	"FORK CR      24.0356"	2013	"WILP"	"WILP"	"WILP"	"DIT"
"637176"	"WDFW"	"Fall"	"NEMAH HATCHERY"	"NEMAH HATCHERY"	"NORTH NEMAH R24.0460"	2016	"WILP"	"WILP"	"WILP"	NA
"637243"	"WDFW"	"Fall"	"ELWHA HATCHERY"	"ELWHA R      18.0272"	"ELWHA R      18.0272"	2017	"JUAN"	"JUAN"	"JUAN"	"DIT"
"636668"	"WDFW"	"Fall"	"COWLITZ SALMON HATCHERY"	"COWLITZ R    26.0002"	"COWLITZ R    26.0002"	2013	"LOCR"	"LOCR"	"LOCR"	NA
"636764"	"WDFW"	"Summer"	"DRYDEN POND"	"WENATCHEE R  45.0030"	"WENATCHEE R  45.0030"	2014	"UPCR"	"UPCR"	"UPCR"	NA
"636765"	"WDFW"	"Summer"	"DRYDEN POND"	"WENATCHEE R  45.0030"	"WENATCHEE R  45.0030"	2014	"UPCR"	"UPCR"	"UPCR"	NA
"637125"	"WDFW"	"Fall"	"ISSAQUAH HATCHERY"	"ISSAQUAH CR  08.0178"	"PORTAGE BAY/SHIP CNL"	2016	"MPS"	"MPS"	"MPS"	NA
"637126"	"WDFW"	"Fall"	"ISSAQUAH HATCHERY"	"ISSAQUAH CR  08.0178"	"ISSAQUAH CR  08.0178"	2016	"MPS"	"MPS"	"MPS"	NA
"637127"	"WDFW"	"Fall"	"ISSAQUAH HATCHERY"	"ISSAQUAH CR  08.0178"	"LK WASHINGTON (KING)"	2016	"MPS"	"MPS"	"MPS"	NA
"637181"	"WDFW"	"Fall"	"PRIEST RAPIDS HATCHERY"	"PRIEST RAPIDS   (36)"	"COL R @ PRIEST RAPIDS"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"637183"	"WDFW"	"Fall"	"PRIEST RAPIDS HATCHERY"	"PRIEST RAPIDS   (36)"	"COL R @ PRIEST RAPIDS"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"637184"	"WDFW"	"Fall"	"PRIEST RAPIDS HATCHERY"	"PRIEST RAPIDS   (36)"	"COL R @ PRIEST RAPIDS"	2016	"UPCR"	"UPCR"	"UPCR"	"DIT"
"637185"	"WDFW"	"Fall"	"PRIEST RAPIDS HATCHERY"	"PRIEST RAPIDS   (36)"	"COL R @ PRIEST RAPIDS"	2016	"UPCR"	"UPCR"	"UPCR"	"DIT"
"637383"	"WDFW"	"Fall"	"COWLITZ SALMON HATCHERY"	"COWLITZ R    26.0002"	"COWLITZ R    26.0002"	2017	"LOCR"	"LOCR"	"LOCR"	NA
"637225"	"WDFW"	"Fall"	"SAMISH HATCHERY"	"SAMISH HATCHERY"	"FRIDAY CR    03.0017"	2017	"NOWA"	"NOWA"	"NOWA"	NA
"637262"	"WDFW"	"Fall"	"NORTH TOUTLE HATCHERY"	"TOUTLE R     26.0227"	"GREEN R      26.0323"	2017	"LOCR"	"LOCR"	"LOCR"	NA
"637247"	"WDFW"	"Spring"	"FALLERT CR HATCHERY"	"KALAMA R HATCH  27.0002"	"FALLERT CR   27.0017"	2016	"LOCR"	"LOCR"	"LOCR"	NA
"637391"	"WDFW"	"Spring"	"LEWIS RIVER HATCHERY"	"LEWIS RIVER HATCHERY"	"LEWIS R -NF  27.0168"	2017	"LOCR"	"LOCR"	"LOCR"	NA
"637469"	"WDFW"	"Spring"	"HUPP SPRINGS REARING"	"WHITE R      10.0031"	"MINTER CR TR 15.0051"	2018	"SPS"	"MPS"	"SPS"	"DIT"
"637226"	"WDFW"	"Summer"	"WALLACE R HATCHERY"	"SKYKOMISH R  07.0012"	"WALLACE R    07.0940"	2017	"NPS"	"NPS"	"NPS"	"DIT"
"637253"	"WDFW"	"Fall"	"GARRISON HATCHERY"	"TUMWATER FALLS HATCHERY"	"CHAMBERS CR  12.0007"	2017	"SPS"	"SPS"	"SPS"	NA
"637293"	"WDFW"	"Spring"	"HUPP SPRINGS REARING"	"WHITE R      10.0031"	"MINTER CR TR 15.0051"	2018	"SPS"	"MPS"	"SPS"	"DIT"
"637484"	"WDFW"	"Spring"	"CHIWAWA HATCHERY"	"CHIWAWA R    45.0759"	"CHIWAWA R    45.0759"	2018	"UPCR"	"UPCR"	"UPCR"	"DIT"
"637257"	"WDFW"	"Fall"	"NASELLE HATCHERY"	"NASELLE R    24.0543"	"NASELLE R    24.0543"	2017	"WILP"	"WILP"	"WILP"	NA
"637622"	"WDFW"	"Spring"	"COWLITZ SALMON HATCHERY"	"COWLITZ SAL HATCHERY"	"COWLITZ R    26.0002"	2019	"LOCR"	"LOCR"	"LOCR"	NA
"637305"	"WDFW"	"Spring"	"CHIWAWA HATCHERY"	"CHIWAWA R    45.0759"	"CHIWAWA R    45.0759"	2017	"UPCR"	"UPCR"	"UPCR"	NA
"637638"	"WDFW"	"Spring"	"CHEWUCH ACCLIMATION"	"METHOW R     48.0002"	"CHEWUCH ACCLIMATION"	2019	"UPCR"	"UPCR"	"UPCR"	"DIT"
"637693"	"WDFW"	"Spring"	"SPEELYAI HATCHERY"	"LEWIS RIVER HATCHERY"	"LEWIS R      27.0168"	2019	"LOCR"	"LOCR"	"LOCR"	NA
"637694"	"WDFW"	"Spring"	"SPEELYAI HATCHERY"	"LEWIS RIVER HATCHERY"	"LEWIS R      27.0168"	2019	"LOCR"	"LOCR"	"LOCR"	"DIT"
"637822"	"WDFW"	"Summer"	"WALLACE R HATCHERY"	"SKYKOMISH R  07.0012"	"WALLACE R    07.0940"	2020	"NPS"	"NPS"	"NPS"	NA
"637821"	"WDFW"	"Summer"	"WALLACE R HATCHERY"	"SKYKOMISH R  07.0012"	"WALLACE R    07.0940"	2020	"NPS"	"NPS"	"NPS"	NA
"637828"	"WDFW"	"Spring"	"LEWIS RIVER HATCHERY"	"LEWIS RIVER HATCHERY"	"LEWIS R      27.0168"	2020	"LOCR"	"LOCR"	"LOCR"	"DIT"
"637984"	"WDFW"	"Fall"	"COWLITZ SALMON HATCHERY"	"COWLITZ R    26.0002"	"COWLITZ R    26.0002"	2020	"LOCR"	"LOCR"	"LOCR"	NA
"637335"	"WDFW"	"Fall"	"HOODSPORT HATCHERY"	"HOODSPORT HATCHERY"	"FINCH CR     16.0222"	2017	"HOOD"	"HOOD"	"HOOD"	NA
"637894"	"WDFW"	"Fall"	"NEMAH HATCHERY"	"NEMAH HATCHERY"	"NORTH NEMAH R24.0460"	2020	"WILP"	"WILP"	"WILP"	"DIT"
"637863"	"WDFW"	"Fall"	"MINTER CR HATCHERY"	"MINTER CR HATCHERY"	"MINTER CR    15.0048"	2020	"SPS"	"SPS"	"SPS"	NA
"637921"	"WDFW"	"Fall"	"MINTER CR HATCHERY"	"MINTER CR HATCHERY"	"MINTER CR    15.0048"	2020	"SPS"	"SPS"	"SPS"	NA
"637340"	"WDFW"	"Spring"	"COWLITZ SALMON HATCHERY"	"COWLITZ R    26.0002"	"COWLITZ R    26.0002"	2017	"LOCR"	"LOCR"	"LOCR"	NA
"637507"	"WDFW"	"Spring"	"COWLITZ SALMON HATCHERY"	"COWLITZ SAL HATCHERY"	"COWLITZ R    26.0002"	2018	"LOCR"	"LOCR"	"LOCR"	NA
"637478"	"WDFW"	"Spring"	"LEWIS RIVER HATCHERY"	"LEWIS RIVER HATCHERY"	"LEWIS R -NF  27.0168"	2018	"LOCR"	"LOCR"	"LOCR"	NA
"636291"	"WDFW"	"Spring"	"MARBLEMOUNT HATCHERY"	"SKAGIT R     03.0176"	"CASCADE R    03.1411"	2012	"SKAG"	"SKAG"	"SKAG"	NA
"637739"	"WDFW"	"Spring"	"FALLERT CR HATCHERY"	"KALAMA R HATCH  27.0002"	"FALLERT CR   27.0017"	2019	"LOCR"	"LOCR"	"LOCR"	NA
"636677"	"WDFW"	"Spring"	"CATHLAMET CHANNEL NP"	"COWLITZ R    26.0002"	"CATHLAMET CHANNEL NP"	2013	"LOCR"	"LOCR"	"LOCR"	NA
"637725"	"WDFW"	"Fall"	"PRIEST RAPIDS HATCHERY"	"PRIEST RAPIDS   (36)"	"COL R @ PRIEST RAPIDS"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"637747"	"WDFW"	"Fall"	"GEORGE ADAMS HATCHERY"	"SKOKOMISH R  16.0001"	"PURDY CR     16.0005"	2019	"HOOD"	"HOOD"	"HOOD"	"DIT"
"636652"	"WDFW"	"Summer"	"CHELAN FALLS HATCHERY"	"WELLS HATCHERY"	"CHELAN R     47.0052"	2013	"UPCR"	"UPCR"	"UPCR"	NA
"637750"	"WDFW"	"Fall"	"GEORGE ADAMS HATCHERY"	"SKOKOMISH R  16.0001"	"PURDY CR     16.0005"	2019	"HOOD"	"HOOD"	"HOOD"	"DIT"
"638010"	"WDFW"	"Spring"	"MARBLEMOUNT HATCHERY"	"MARBLEMOUNT HATCH"	"CASCADE R    03.1411"	2020	"SKAG"	"SKAG"	"SKAG"	NA
"637148"	"WDFW"	"Fall"	"PRIEST RAPIDS HATCHERY"	"PRIEST RAPIDS   (36)"	"COL R @ PRIEST RAPIDS"	2016	"UPCR"	"UPCR"	"UPCR"	"DIT"
"636454"	"WDFW"	"Fall"	NA	"COWEEMAN R   26.0003"	"COWEEMAN R   26.0003"	2014	NA	"LOCR"	"LOCR"	"DIT"
"637143"	"WDFW"	"Fall"	"GARRISON HATCHERY"	"PUYALLUP R   10.0021"	"CHAMBERS CR  12.0007"	2016	"SPS"	"MPS"	"SPS"	NA
"637145"	"WDFW"	"Spring"	"LEWIS RIVER HATCHERY"	"LEWIS RIVER HATCHERY"	"LEWIS R -NF  27.0168"	2016	"LOCR"	"LOCR"	"LOCR"	"DIT"
"637149"	"WDFW"	"Fall"	"NASELLE HATCHERY"	"NASELLE R    24.0543"	"NASELLE R    24.0543"	2016	"WILP"	"WILP"	"WILP"	NA
"637779"	"WDFW"	"Fall"	"COWLITZ SALMON HATCHERY"	"COWLITZ SAL HATCHERY"	"COWLITZ R    26.0002"	2019	"LOCR"	"LOCR"	"LOCR"	NA
"637744"	"WDFW"	"Summer"	"WALLACE R HATCHERY"	"SKYKOMISH R  07.0012"	"WALLACE R    07.0940"	2019	"NPS"	"NPS"	"NPS"	"DIT"
"637834"	"WDFW"	"Spring"	"LEWIS RIVER HATCHERY"	"LEWIS RIVER HATCHERY"	"LEWIS R -NF  27.0168"	2020	"LOCR"	"LOCR"	"LOCR"	NA
"637982"	"WDFW"	"Spring"	"COWLITZ SALMON HATCHERY"	"COWLITZ SAL HATCHERY"	"COWLITZ R    26.0002"	2020	"LOCR"	"LOCR"	"LOCR"	"DIT"
"638266"	"WDFW"	"Fall"	"HOODSPORT HATCHERY"	"SKOKOMISH R  16.0001"	"FINCH CR     16.0222"	2021	"HOOD"	"HOOD"	"HOOD"	NA
"637436"	"WDFW"	"Summer"	NA	"METHOW & OKANOGAN"	"METHOW R     48.0007"	2019	NA	"UPCR"	"UPCR"	NA
"091112"	"WDFW"	"Fall"	"RINGOLD SPRINGS HATCHERY"	"PRIEST RAPIDS   (36)"	"SPRINGS CR   36.0114"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"635678"	"WDFW"	"Spring"	"LEWIS RIVER HATCHERY"	"LEWIS R      27.0168"	"LEWIS R -NF  27.0168"	2010	"LOCR"	"LOCR"	"LOCR"	NA
"635680"	"WDFW"	"Summer"	"SIMILKAMEEN HATCHERY"	"METHOW & OKANOGAN"	"SIMILKAMEEN R 490325"	2011	"UPCR"	"UPCR"	"UPCR"	NA
"635697"	"WDFW"	"Fall"	"SAMISH HATCHERY"	"SAMISH   (FRIDAY CR)"	"FRIDAY CR    03.0017"	2010	"NOWA"	"NOWA"	"NOWA"	NA
"636093"	"WDFW"	"Fall"	"COWLITZ SALMON HATCHERY"	"COWLITZ R    26.0002"	"COWLITZ R    26.0002"	2011	"LOCR"	"LOCR"	"LOCR"	NA
"636166"	"WDFW"	"Fall"	"HOODSPORT HATCHERY"	"GEORGE ADAMS (PURDY)"	"FINCH CR     16.0222"	2011	"HOOD"	"HOOD"	"HOOD"	NA
"636267"	"WDFW"	"Spring"	"COWLITZ SALMON HATCHERY"	"COWLITZ R    26.0002"	"COWLITZ R    26.0002"	2012	"LOCR"	"LOCR"	"LOCR"	NA
"636607"	"WDFW"	"Summer"	"DRYDEN POND"	"WENATCHEE R  45.0030"	"WENATCHEE R  45.0030"	2013	"UPCR"	"UPCR"	"UPCR"	NA
"636619"	"WDFW"	"Spring"	"LEWIS RIVER HATCHERY"	"LEWIS R      27.0168"	"LEWIS R -NF  27.0168"	2013	"LOCR"	"LOCR"	"LOCR"	NA
"636711"	"WDFW"	"Fall"	"NASELLE HATCHERY"	"NASELLE R    24.0543"	"NASELLE R    24.0543"	2013	"WILP"	"WILP"	"WILP"	"DIT"
"636886"	"WDFW"	"Fall"	"LYONS FERRY HATCHERY"	"SNAKE R-LOWR 33.0002"	"LYONS FERRY REL.SITE"	2014	"SNAK"	"SNAK"	"SNAK"	NA
"636923"	"WDFW"	"Fall"	"KALAMA FALLS HATCHERY"	"KALAMA R     27.0002"	"KALAMA R     27.0002"	2015	"LOCR"	"LOCR"	"LOCR"	NA
"636951"	"WDFW"	"Fall"	"GARRISON HATCHERY"	"VOIGHT CR    10.0414"	"CHAMBERS CR  12.0007"	2015	"SPS"	"MPS"	"SPS"	NA
"637180"	"WDFW"	"Fall"	"PRIEST RAPIDS HATCHERY"	"PRIEST RAPIDS   (36)"	"COL R @ PRIEST RAPIDS"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"638307"	"WDFW"	"Spring"	"DEEP R NET PENS"	"KALAMA R HATCH  27.0002"	"DEEP R       25.0071"	2021	"LOCR"	"LOCR"	"LOCR"	NA
"637224"	"WDFW"	"Fall"	"SAMISH HATCHERY"	"SAMISH HATCHERY"	"FRIDAY CR    03.0017"	2017	"NOWA"	"NOWA"	"NOWA"	"DIT"
"637192"	"WDFW"	"Fall"	"GEORGE ADAMS HATCHERY"	"SKOKOMISH R  16.0001"	"PURDY CR     16.0005"	2016	"HOOD"	"HOOD"	"HOOD"	NA
"637258"	"WDFW"	"Fall"	"MINTER CR HATCHERY"	"MINTER CR HATCHERY"	"MINTER CR    15.0048"	2017	"SPS"	"SPS"	"SPS"	NA
"637337"	"WDFW"	"Summer"	"WALLACE R HATCHERY"	"SKYKOMISH R  07.0012"	"WALLACE R    07.0940"	2018	"NPS"	"NPS"	"NPS"	NA
"637398"	"WDFW"	"Fall"	"LYONS FERRY HATCHERY"	"SNAKE R-LOWR 33.0002"	"LYONS FERRY REL.SITE"	2017	"SNAK"	"SNAK"	"SNAK"	NA
"637386"	"WDFW"	"Spring"	"LEWIS RIVER HATCHERY"	"LEWIS RIVER HATCHERY"	"LEWIS R -NF  27.0168"	2017	"LOCR"	"LOCR"	"LOCR"	"DIT"
"637390"	"WDFW"	"Spring"	"LEWIS RIVER HATCHERY"	"LEWIS RIVER HATCHERY"	"LEWIS R -NF  27.0168"	2017	"LOCR"	"LOCR"	"LOCR"	"DIT"
"637417"	"WDFW"	"Fall"	"TUMWATER FALLS HATCHERY"	"TUMWATER FALLS HATCHERY"	"DESCHUTES R  13.0028"	2020	"SPS"	"SPS"	"SPS"	NA
"635765"	"WDFW"	"Fall"	"MORSE CREEK HATCHERY"	"ELWHA R      18.0272"	"MORSE CR     18.0185"	2010	"JUAN"	"JUAN"	"JUAN"	NA
"635766"	"WDFW"	"Fall"	"PRIEST RAPIDS HATCHERY"	"PRIEST RAPIDS   (36)"	"COL R @ PRIEST RAPIDS"	2010	"UPCR"	"UPCR"	"UPCR"	NA
"636941"	"WDFW"	"Summer"	"CHELAN FALLS HATCHERY"	"CHELAN FALLS EASTBANK OF"	"CHELAN R     47.0052"	2015	"UPCR"	"UPCR"	"UPCR"	NA
"637153"	"WDFW"	"Fall"	"COWLITZ SALMON HATCHERY"	"COWLITZ R    26.0002"	"COWLITZ R    26.0002"	2016	"LOCR"	"LOCR"	"LOCR"	NA
"637155"	"WDFW"	"Fall"	"DEEP R NET PENS"	"WASHOUGAL HATCHERY"	"DEEP R       25.0071"	2016	"LOCR"	"LOCR"	"LOCR"	NA
"636169"	"WDFW"	"Summer"	"WALLACE R HATCHERY"	"SKYKOMISH R  07.0012"	"MAY CR       07.0943"	2011	"NPS"	"NPS"	"NPS"	NA
"637157"	"WDFW"	"Spring"	"KENDALL CR HATCHERY"	"NOOKSACK R   01.0120"	"KENDALL CR   01.0406"	2016	"NOWA"	"NOWA"	"NOWA"	NA
"636622"	"WDFW"	"Fall"	NA	"LEWIS R      27.0168"	"LEWIS R      27.0168"	2013	NA	"LOCR"	"LOCR"	NA
"635690"	"WDFW"	"Summer"	"SIMILKAMEEN HATCHERY"	"METHOW & OKANOGAN"	"SIMILKAMEEN R 490325"	2010	"UPCR"	"UPCR"	"UPCR"	NA
"636174"	"WDFW"	"Summer"	"SIMILKAMEEN HATCHERY"	"METHOW & OKANOGAN"	"SIMILKAMEEN R 490325"	2011	"UPCR"	"UPCR"	"UPCR"	NA
"637432"	"WDFW"	"Fall"	"GEORGE ADAMS HATCHERY"	"SKOKOMISH R  16.0001"	"PURDY CR     16.0005"	2020	"HOOD"	"HOOD"	"HOOD"	"DIT"
"637440"	"WDFW"	"Fall"	"KALAMA FALLS HATCHERY"	"KALAMA R HATCH  27.0002"	"KALAMA R     27.0002"	2018	"LOCR"	"LOCR"	"LOCR"	NA
"637831"	"WDFW"	"Spring"	"LEWIS RIVER HATCHERY"	"LEWIS RIVER HATCHERY"	"LEWIS R -NF  27.0168"	2020	"LOCR"	"LOCR"	"LOCR"	NA
"637318"	"WDFW"	"Spring"	"CHEWUCH ACCLIMATION"	"METHOW R     48.0002"	"CHEWUCH R    48.0728"	2017	"UPCR"	"UPCR"	"UPCR"	"DIT"
"635675"	"WDFW"	"Spring"	"CHIWAWA HATCHERY"	"CHIWAWA R    45.0759"	"CHIWAWA R    45.0759"	2011	"UPCR"	"UPCR"	"UPCR"	NA
"636671"	"WDFW"	"Fall"	"ELWHA HATCHERY"	"ELWHA R      18.0272"	"ELWHA R      18.0272"	2013	"JUAN"	"JUAN"	"JUAN"	"DIT"
"636672"	"WDFW"	"Summer"	"DRYDEN POND"	"WENATCHEE R  45.0030"	"WENATCHEE R  45.0030"	2013	"UPCR"	"UPCR"	"UPCR"	NA
"636832"	"WDFW"	"Spring"	"HUPP SPRINGS REARING"	"WHITE R      10.0031"	"MINTER CR    15.0048"	2014	"SPS"	"MPS"	"SPS"	"DIT"
"636795"	"WDFW"	"Fall"	"WASHOUGAL HATCHERY"	"WASHOUGAL R  28.0159"	"WASHOUGAL R  28.0159"	2014	"LOCR"	"LOCR"	"LOCR"	NA
"636920"	"WDFW"	"Spring"	"COWLITZ SALMON HATCHERY"	"COWLITZ R    26.0002"	"COWLITZ R    26.0002"	2015	"LOCR"	"LOCR"	"LOCR"	NA
"637348"	"WDFW"	"Spring"	"MARBLEMOUNT HATCHERY"	"MARBLEMOUNT HATCH"	"CLARK CR     03.1421"	2018	"SKAG"	"SKAG"	"SKAG"	NA
"637366"	"WDFW"	"Spring"	"DEEP R NET PENS"	"COWLITZ R    26.0002"	"DEEP R       25.0071"	2017	"LOCR"	"LOCR"	"LOCR"	NA
"637364"	"WDFW"	"Fall"	"PRIEST RAPIDS HATCHERY"	"PRIEST RAPIDS   (36)"	"COL R @ PRIEST RAPIDS"	2017	"UPCR"	"UPCR"	"UPCR"	"DIT"
"637423"	"WDFW"	"Fall"	"HUMPTULIPS HATCHERY"	"HUMPTULIPS R 22.0004"	"STEVENS CR   22.0064"	2019	"GRAY"	"GRAY"	"GRAY"	NA
"637424"	"WDFW"	"Spring"	"HUPP SPRINGS REARING"	"WHITE R      10.0031"	"MINTER CR    15.0048"	2020	"SPS"	"MPS"	"SPS"	"DIT"
"637499"	"WDFW"	"Spring"	"HUPP SPRINGS REARING"	"WHITE R      10.0031"	"MINTER CR TR 15.0051"	2019	"SPS"	"MPS"	"SPS"	"DIT"
"637495"	"WDFW"	"Fall"	"MCKERNAN HATCHERY"	"SKOKOMISH R  16.0001"	"VANCE CR     16.0013"	2018	"HOOD"	"HOOD"	"HOOD"	"DIT"
"636290"	"WDFW"	"Spring"	"MARBLEMOUNT HATCHERY"	"SKAGIT R     03.0176"	"CASCADE R    03.1411"	2012	"SKAG"	"SKAG"	"SKAG"	"DIT"
"636473"	"WDFW"	"Fall"	"DEEP R NET PENS"	"WASHOUGAL R  28.0159"	"DEEP R       25.0071"	2013	"LOCR"	"LOCR"	"LOCR"	NA
"637466"	"WDFW"	"Spring"	"CHIWAWA HATCHERY"	"CHIWAWA R    45.0759"	"CHIWAWA R    45.0759"	2018	"UPCR"	"UPCR"	"UPCR"	"DIT"
"636415"	"WDFW"	"Spring"	"METHOW HATCHERY"	"METHOW R     48.0002"	"METHOW R     48.0007"	2011	"UPCR"	"UPCR"	"UPCR"	NA
"636483"	"WDFW"	"Summer"	"CHELAN FALLS HATCHERY"	"WELLS HATCHERY"	"CHELAN R     47.0052"	2012	"UPCR"	"UPCR"	"UPCR"	NA
"636449"	"WDFW"	"Spring"	"DUNGENESS HATCHERY"	"DUNGENESS R  18.0018"	"DUNGENESS R  18.0018"	2013	"JUAN"	"JUAN"	"JUAN"	"DIT"
"636492"	"WDFW"	"Spring"	"CATHLAMET CHANNEL NP"	"COWLITZ R    26.0002"	"CATHLAMET CHANNEL NP"	2012	"LOCR"	"LOCR"	"LOCR"	NA
"637588"	"WDFW"	"Fall"	"GARRISON HATCHERY"	"TUMWATER FALLS HATCHERY"	"CHAMBERS CR  12.0007"	2019	"SPS"	"SPS"	"SPS"	NA
